,Name,Tweet Count,Tweet,Compound Score,Positive,Negative,Neutral,Date
103,CNN,97,Take a look at everything that happened this week in politics https://t.co/cjYGvZpaeM https://t.co/6MswSp8fkp,0.0,0.0,0.0,1.0,Sun Nov 26 20:45:11 +0000 2017
104,CNN,96,"Rohingya crisis: 'It's not genocide,' say Myanmar's hardline monks https://t.co/PX5efOLKp7 https://t.co/IQP1pmFa0I",-0.6249,0.0,0.291,0.709,Sun Nov 26 20:30:10 +0000 2017
105,CNN,95,The Popocatépetl volcano in central Mexico recently erupted three times in one day. https://t.co/s4k5u2uJ9K https://t.co/zYU8kzYYGT,0.0,0.0,0.0,1.0,Sun Nov 26 20:16:34 +0000 2017
106,CNN,94,The 25 to 30 men who carried out the attack on a mosque in Eqypt wore military uniforms and arrived in SUVs… https://t.co/uTUtdjayp6,-0.4767,0.0,0.129,0.871,Sun Nov 26 20:00:06 +0000 2017
107,CNN,93,Pakistani law minister apologizes to protesters for provoking outrage as street tensions simmer… https://t.co/7Mj9a73nCy,-0.7351,0.118,0.458,0.425,Sun Nov 26 19:45:09 +0000 2017
108,CNN,92,France edges Belgium 3-2 to win the Davis Cup for the 10th time https://t.co/kdxgjFddGt https://t.co/P0cYwUSQcj,0.5859,0.213,0.0,0.787,Sun Nov 26 19:30:17 +0000 2017
109,CNN,91,Republican Sen. Lindsey Graham bemoans President Trump's support for Alabama Senate candidate Roy Moore… https://t.co/0wYFO7HKNc,0.4019,0.162,0.0,0.838,Sun Nov 26 19:04:29 +0000 2017
110,CNN,90,Airstrikes in Syria have killed at least 57 people just two days before United Nations-facilitated peace talks… https://t.co/XsZX4Oz7UE,0.2023,0.244,0.174,0.581,Sun Nov 26 19:00:16 +0000 2017
111,CNN,89,Formula One driver Valtteri Bottas takes victory in the Abu Dhabi Grand Prix https://t.co/hOHuJrvaJt https://t.co/If0r4JIA0J,0.4588,0.176,0.0,0.824,Sun Nov 26 18:45:06 +0000 2017
112,CNN,88,"""John Conyers is an icon in our country. He's done a great deal to protect women."" - House Minority Leader Nancy Pe… https://t.co/igdmTRiA4C",0.7717,0.261,0.0,0.739,Sun Nov 26 18:30:10 +0000 2017
113,CNN,87,What do you remember from the week that was? Take the CNN news quiz. https://t.co/myqIegGELC https://t.co/EKRZwPurO6,0.0,0.0,0.0,1.0,Sun Nov 26 18:15:04 +0000 2017
114,CNN,86,A survivor of the attack on the Egyptian mosque that left 305 people dead says he hid under dead bodies to avoid de… https://t.co/MQu400GZ27,-0.9153,0.072,0.44,0.489,Sun Nov 26 18:06:07 +0000 2017
115,CNN,85,JUST IN: Democratic Rep. John Conyers says he'll step down as ranking member of the House Judiciary Committee while… https://t.co/sNntAQ1ulj,0.0,0.0,0.0,1.0,Sun Nov 26 17:46:01 +0000 2017
116,CNN,84,This is how President Trump plans to sell the tax reform bill on Capitol Hill https://t.co/SbpkWs9lqP https://t.co/nvU3fmiUqG,0.0,0.0,0.0,1.0,Sun Nov 26 17:37:22 +0000 2017
117,CNN,83,"Republican Sen. Lindsey Graham on passing tax reform: ""We'll get there because failure is not an option...""… https://t.co/0g1uLFu24Z",-0.5106,0.0,0.163,0.837,Sun Nov 26 17:28:35 +0000 2017
118,CNN,82,"Pope Francis is preparing to visit Myanmar, a staunchly Buddhist country accused of horrifying acts of brutality ag… https://t.co/XdlzvmvOK3",-0.872,0.0,0.398,0.602,Sun Nov 26 16:45:06 +0000 2017
119,CNN,81,British Prime Minister Theresa May has been warned to change course over Brexit and the Irish border… https://t.co/QntZNUeam4,-0.2732,0.0,0.11,0.89,Sun Nov 26 16:30:09 +0000 2017
120,CNN,80,Police in Beijing have detained a teacher as they investigate allegations that children were drugged and molested a… https://t.co/IjJsHNQMjR,-0.6808,0.0,0.259,0.741,Sun Nov 26 21:30:05 +0000 2017
121,CNN,79,Democratic Sen. Al Franken says he's 'embarrassed and ashamed' over groping allegations https://t.co/J5VOhKhXo6 https://t.co/BPXTzBqsJx,-0.6808,0.0,0.318,0.682,Sun Nov 26 21:15:11 +0000 2017
122,CNN,78,"Former ""Glee"" star Naya Rivera has been charged with domestic battery https://t.co/NmPqsHkeWT https://t.co/vLkf1B6VPC",-0.2023,0.0,0.13,0.87,Sun Nov 26 21:00:14 +0000 2017
123,CNN,77,Take a look at everything that happened this week in politics https://t.co/cjYGvZpaeM https://t.co/6MswSp8fkp,0.0,0.0,0.0,1.0,Sun Nov 26 20:45:11 +0000 2017
124,CNN,76,"Rohingya crisis: 'It's not genocide,' say Myanmar's hardline monks https://t.co/PX5efOLKp7 https://t.co/IQP1pmFa0I",-0.6249,0.0,0.291,0.709,Sun Nov 26 20:30:10 +0000 2017
125,CNN,75,The Popocatépetl volcano in central Mexico recently erupted three times in one day. https://t.co/s4k5u2uJ9K https://t.co/zYU8kzYYGT,0.0,0.0,0.0,1.0,Sun Nov 26 20:16:34 +0000 2017
126,CNN,74,The 25 to 30 men who carried out the attack on a mosque in Eqypt wore military uniforms and arrived in SUVs… https://t.co/uTUtdjayp6,-0.4767,0.0,0.129,0.871,Sun Nov 26 20:00:06 +0000 2017
127,CNN,73,Pakistani law minister apologizes to protesters for provoking outrage as street tensions simmer… https://t.co/7Mj9a73nCy,-0.7351,0.118,0.458,0.425,Sun Nov 26 19:45:09 +0000 2017
128,CNN,72,France edges Belgium 3-2 to win the Davis Cup for the 10th time https://t.co/kdxgjFddGt https://t.co/P0cYwUSQcj,0.5859,0.213,0.0,0.787,Sun Nov 26 19:30:17 +0000 2017
129,CNN,71,Republican Sen. Lindsey Graham bemoans President Trump's support for Alabama Senate candidate Roy Moore… https://t.co/0wYFO7HKNc,0.4019,0.162,0.0,0.838,Sun Nov 26 19:04:29 +0000 2017
130,CNN,70,Airstrikes in Syria have killed at least 57 people just two days before United Nations-facilitated peace talks… https://t.co/XsZX4Oz7UE,0.2023,0.244,0.174,0.581,Sun Nov 26 19:00:16 +0000 2017
131,CNN,69,Formula One driver Valtteri Bottas takes victory in the Abu Dhabi Grand Prix https://t.co/hOHuJrvaJt https://t.co/If0r4JIA0J,0.4588,0.176,0.0,0.824,Sun Nov 26 18:45:06 +0000 2017
132,CNN,68,"""John Conyers is an icon in our country. He's done a great deal to protect women."" - House Minority Leader Nancy Pe… https://t.co/igdmTRiA4C",0.7717,0.261,0.0,0.739,Sun Nov 26 18:30:10 +0000 2017
133,CNN,67,What do you remember from the week that was? Take the CNN news quiz. https://t.co/myqIegGELC https://t.co/EKRZwPurO6,0.0,0.0,0.0,1.0,Sun Nov 26 18:15:04 +0000 2017
134,CNN,66,A survivor of the attack on the Egyptian mosque that left 305 people dead says he hid under dead bodies to avoid de… https://t.co/MQu400GZ27,-0.9153,0.072,0.44,0.489,Sun Nov 26 18:06:07 +0000 2017
135,CNN,65,JUST IN: Democratic Rep. John Conyers says he'll step down as ranking member of the House Judiciary Committee while… https://t.co/sNntAQ1ulj,0.0,0.0,0.0,1.0,Sun Nov 26 17:46:01 +0000 2017
136,CNN,64,This is how President Trump plans to sell the tax reform bill on Capitol Hill https://t.co/SbpkWs9lqP https://t.co/nvU3fmiUqG,0.0,0.0,0.0,1.0,Sun Nov 26 17:37:22 +0000 2017
137,CNN,63,"Republican Sen. Lindsey Graham on passing tax reform: ""We'll get there because failure is not an option...""… https://t.co/0g1uLFu24Z",-0.5106,0.0,0.163,0.837,Sun Nov 26 17:28:35 +0000 2017
138,CNN,62,"Pope Francis is preparing to visit Myanmar, a staunchly Buddhist country accused of horrifying acts of brutality ag… https://t.co/XdlzvmvOK3",-0.872,0.0,0.398,0.602,Sun Nov 26 16:45:06 +0000 2017
139,CNN,61,British Prime Minister Theresa May has been warned to change course over Brexit and the Irish border… https://t.co/QntZNUeam4,-0.2732,0.0,0.11,0.89,Sun Nov 26 16:30:09 +0000 2017
140,CNN,60,An asymmetrical war against the press https://t.co/B2FpROEUed (via @CNNOpinion) https://t.co/o8YCVQXZ1d,-0.5994,0.0,0.302,0.698,Sun Nov 26 16:15:12 +0000 2017
141,CNN,59,"US lawmakers are in for busy week.
■ President Trump is expected to make a trip to Capitol Hill.
■ Congress is faci… https://t.co/rlrZb5qZzd",0.0,0.0,0.0,1.0,Sun Nov 26 16:00:08 +0000 2017
142,CNN,58,Skiers mourned the death of fellow racer David Poisson earlier this month as Switzerland's Beat Feuz won the men's… https://t.co/yIjufET5Pm,-0.3612,0.138,0.23,0.632,Sun Nov 26 15:45:12 +0000 2017
143,CNN,57,Volcanic eruptions on the Indonesian resort island of Bali have shut down flights and sent residents scurrying to s… https://t.co/o4qMNnivg6,0.0,0.0,0.0,1.0,Sun Nov 26 15:30:12 +0000 2017
144,CNN,56,"The S&amp;P 500 has hit a new record by going without a 3% or more retreat in one day since November 4, 2016, four days… https://t.co/mrETbAPpES",0.2716,0.083,0.0,0.917,Sun Nov 26 15:19:06 +0000 2017
145,CNN,55,"Hate crimes in the United States have increased to a point not seen in recent history, according to a new statistic… https://t.co/h1A3ZVDBt4",0.0516,0.191,0.145,0.664,Sun Nov 26 15:00:22 +0000 2017
146,CNN,54,Democratic mega-donor Tom Steyer on criticism of his Trump impeachment campaign: “What we’re doing is providing a v… https://t.co/Mi3gJrkXre,-0.4404,0.0,0.146,0.854,Sun Nov 26 14:58:00 +0000 2017
147,CNN,53,Bill Gates has a new mission: To find a cure for Alzheimer's https://t.co/KV29jnMcMS https://t.co/3Cr1yUFTAz,0.0,0.0,0.0,1.0,Sun Nov 26 14:45:02 +0000 2017
148,CNN,52,"""It's very important and urgent that we get him out of office,"" says Democratic mega donor Tom Steyer after funding… https://t.co/zaMaNWhol3",0.4865,0.18,0.0,0.82,Sun Nov 26 14:45:00 +0000 2017
149,CNN,51,Sen. Graham urges the Trump administration to impose Russia sanctions: “If you don’t you’re creating a problem for… https://t.co/lAN5lZ4WUR,-0.4019,0.1,0.222,0.679,Sun Nov 26 14:33:00 +0000 2017
150,CNN,50,"Cards Against Humanity, a card game company known for its attention-seeking pranks, says it bought land on the US-M… https://t.co/hpPLCV3Wua",0.0,0.0,0.0,1.0,Sun Nov 26 14:30:13 +0000 2017
151,CNN,49,"""Al Franken has acknowledged what he did was wrong,"" says Sen. Dick Durbin after @DanaBashCNN asks if Sen. Franken… https://t.co/kKSYOxfapx",-0.5106,0.0,0.148,0.852,Sun Nov 26 14:23:45 +0000 2017
152,CNN,48,"""Al Franken has acknowledged what he did was wrong,"" says Sen. Dick Durbin after @DanaBashCNN asks if Franken shoul… https://t.co/AnS3NPoskp",-0.5106,0.0,0.148,0.852,Sun Nov 26 14:16:21 +0000 2017
153,CNN,47,"Puerto Rico says only 55 died from Hurricane Maria, but funeral homes claim the number should be nine times higher.… https://t.co/NaFLp6ZiKi",-0.6249,0.058,0.222,0.72,Sun Nov 26 14:15:02 +0000 2017
154,CNN,46,"Sen. Lindsey Graham on Roy Moore: ""If he wins we get the baggage of him winning and it becomes a story everyday abo… https://t.co/PT6jTWZaz4",0.7964,0.253,0.0,0.747,Sun Nov 26 14:13:44 +0000 2017
155,CNN,45,"GOP Sen. Lindsey Graham: ""I think most Americans want to give Dream Act kids a more certain life"" #CNNSOTU https://t.co/s7hnbdkbvN",0.6087,0.272,0.0,0.728,Sun Nov 26 14:11:23 +0000 2017
156,CNN,44,Sen. Lindsey Graham: “The economy needs the tax cut and the Republican Party needs to deliver. So I think we’ll get… https://t.co/FUr6uoeL5C,0.1531,0.113,0.088,0.798,Sun Nov 26 14:10:49 +0000 2017
157,CNN,43,"""I'm a tough nut to crack"": Meet the Jesuit priest who helped persuade Robert Mugabe to relinquish power. https://t.co/JxwBiR2yF8",-0.128,0.0,0.081,0.919,Sun Nov 26 14:05:07 +0000 2017
158,CNN,42,"More than 16,000 scientists have signed a dire warning to humanity advising that we need to fix our environmental p… https://t.co/6vs6QF7YdM",-0.6597,0.0,0.231,0.769,Sun Nov 26 14:00:29 +0000 2017
159,CNN,41,"Portraits of Queen Elizabeth II and her husband, the Duke of Edinburgh Prince Philip, have been released to celebra… https://t.co/78HR6TNo6q",0.0,0.0,0.0,1.0,Sun Nov 26 13:45:14 +0000 2017
160,CNN,40,A man who survived the Las Vegas shooting has been killed just weeks later in a hit-and-run in Southern Nevada.… https://t.co/5XBmhdCGE6,-0.296,0.133,0.181,0.685,Sun Nov 26 13:44:23 +0000 2017
161,CNN,39,A diary written by John Lennon that was stolen from his widow Yoko Ono over a decade ago has been found by police i… https://t.co/9gsdehis3Q,-0.4939,0.0,0.127,0.873,Sun Nov 26 13:30:26 +0000 2017
162,CNN,38,This 14-year-old former ISIS child soldier is being deradicalized -- by going back to school https://t.co/EhldNvNiTX https://t.co/d2nWheG1pP,0.0,0.0,0.0,1.0,Sun Nov 26 13:00:19 +0000 2017
163,CNN,37,Seth Meyers to host the 75th Annual Golden Globe Awards https://t.co/WnIqUgADVy https://t.co/iNM7F5EspE,0.4588,0.214,0.0,0.786,Sun Nov 26 12:30:15 +0000 2017
164,CNN,36,"More than 16,000 scientists have signed a dire warning to humanity advising that we need to fix our environmental p… https://t.co/bnYRdwH1ON",-0.6597,0.0,0.231,0.769,Sun Nov 26 12:15:04 +0000 2017
165,CNN,35,Mexico is raising its minimum wage to $4.70 a day https://t.co/M7VNPijQQD https://t.co/ALFfbvrMEo,0.0,0.0,0.0,1.0,Sun Nov 26 12:00:18 +0000 2017
166,CNN,34,Bill Gates has a new mission: To find a cure for Alzheimer's https://t.co/Mccrm4LQc5 https://t.co/vc63cib2bz,0.0,0.0,0.0,1.0,Sun Nov 26 11:45:07 +0000 2017
167,CNN,33,A high court in South Africa increased Oscar Pistorius' prison sentence to 13 years and five months for the murder… https://t.co/SydTo5BOlx,-0.2263,0.143,0.139,0.717,Sun Nov 26 11:30:16 +0000 2017
168,CNN,32,"Cards Against Humanity, a card game company known for its attention-seeking pranks, says it bought land on the US-M… https://t.co/Ft07IlegFm",0.0,0.0,0.0,1.0,Sun Nov 26 11:15:03 +0000 2017
169,CNN,31,"Tesla has ""fully installed"" the world's largest lithium ion battery in South Australia, the state government said.… https://t.co/K2cwrUkA0D",0.0,0.0,0.0,1.0,Sun Nov 26 11:00:18 +0000 2017
170,CNN,30,"Atlanta's Georgia Dome was destroyed earlier this week in a scheduled implosion with 4,300 pounds of TNT, after 25… https://t.co/EnkQz9fQNG",-0.4939,0.0,0.151,0.849,Sun Nov 26 10:45:15 +0000 2017
171,CNN,29,Activists built a Holocaust memorial outside the home of a German politician to protest his call for Germany to sto… https://t.co/xRQT70QRjh,-0.25,0.0,0.1,0.9,Sun Nov 26 10:30:15 +0000 2017
172,CNN,28,"""He went into a burning plane to save us"": When a small plane fell from the sky and hit firefighter John Meffert's… https://t.co/Z4HAp2ljdh",0.4939,0.138,0.0,0.862,Sun Nov 26 10:15:05 +0000 2017
173,CNN,27,"Why the case of a woman named Cyntoia Brown, who is serving a life sentence in prison, has ignited new interest… https://t.co/rF2ECjyTZq",-0.4588,0.058,0.146,0.796,Sun Nov 26 10:00:21 +0000 2017
174,CNN,26,The US Navy has identified three sailors who went missing after their plane crashed into the Philippine Sea… https://t.co/ZdMIt2Wn4L,-0.296,0.0,0.109,0.891,Sun Nov 26 09:45:07 +0000 2017
175,CNN,25,"A couple from New Jersey raised over $280,000 for a homeless man who spent his last $20 to do a selfless deed https://t.co/Xqf1Lsxhpq",0.0,0.0,0.0,1.0,Sun Nov 26 09:30:03 +0000 2017
176,CNN,24,Inside President Trump's obsession with being Time's 'Person of the Year' https://t.co/0az3BGoEP7 | Analysis by CNN… https://t.co/GK0ElmO68r,-0.34,0.0,0.138,0.862,Sun Nov 26 09:15:06 +0000 2017
177,CNN,23,This video shows a man's final moments before he was fatally shot outside his home in Nashville. His son released t… https://t.co/kqm9PiV5EF,-0.6369,0.0,0.174,0.826,Sun Nov 26 09:02:42 +0000 2017
178,CNN,22,70% of Americans — with majorities in both parties — think that Puerto Rico is not getting the help it needs in the… https://t.co/fRamtlHm8u,0.1134,0.108,0.09,0.801,Sun Nov 26 08:45:12 +0000 2017
179,CNN,21,"Meet 'Oumuamua, a cigar-shaped asteroid that is the first observed interstellar visitor to our solar system… https://t.co/AxPZjlhvZX",0.0,0.0,0.0,1.0,Sun Nov 26 08:30:14 +0000 2017
180,CNN,20,"Ross 128 b is a newly discovered exoplanet, the second-closest found to our solar system, only 11 light-years away.… https://t.co/3whigSInOT",0.0,0.0,0.0,1.0,Sun Nov 26 08:15:04 +0000 2017
181,CNN,19,"Roy Moore campaign strategist Dean Young: ""We believe Judge Moore. We don't believe these women. It's just that sim… https://t.co/fUFleYOFp6",0.0,0.0,0.0,1.0,Sun Nov 26 08:01:07 +0000 2017
182,CNN,18,"Meet 'Oumuamua, a cigar-shaped asteroid that is the first observed interstellar visitor to our solar system… https://t.co/3vm8kK1UJ8",0.0,0.0,0.0,1.0,Sun Nov 26 07:45:04 +0000 2017
183,CNN,17,Britain has officially abandoned its claim to be the world's fifth largest economy https://t.co/72vPQ8UdxB https://t.co/9w4XvxhI7G,-0.4588,0.0,0.176,0.824,Sun Nov 26 07:30:15 +0000 2017
184,CNN,16,"Puerto Rico says only 55 died from Hurricane Maria, but funeral homes claim the number should be nine times higher.… https://t.co/fKqEHhEDGp",-0.6249,0.058,0.222,0.72,Sun Nov 26 07:15:06 +0000 2017
185,CNN,15,"Rep. Mike Quigley reacts to President Trump's comments about Roy Moore: ""To paraphrase his own daughter, there's a… https://t.co/z15rhuhcbK",0.0,0.0,0.0,1.0,Sun Nov 26 07:01:05 +0000 2017
186,CNN,14,"This sanctuary in Chiang Mai, Thailand, rescues and rehabilitates elephants https://t.co/c04ltSfvAL https://t.co/U4XYk0JhiM",0.3182,0.173,0.0,0.827,Sun Nov 26 06:46:30 +0000 2017
187,CNN,13,"This sanctuary in Chiang Mai, Thailand, rescues and rehabilitates elephants https://t.co/ViRvQGiY8t https://t.co/EZYkT4jm5t",0.3182,0.173,0.0,0.827,Sun Nov 26 06:31:45 +0000 2017
188,CNN,12,"Jacob Thompson, the boy who got thousands of early Christmas cards, has died after a long battle with cancer… https://t.co/xDPY5zMOBF",-0.7351,0.0,0.267,0.733,Sun Nov 26 06:16:04 +0000 2017
189,CNN,11,"Atlanta's Georgia Dome was destroyed last week in a scheduled implosion with 4,300 pounds of TNT, after 25 years of… https://t.co/n4ljXiLgcF",-0.4939,0.0,0.144,0.856,Sun Nov 26 06:00:42 +0000 2017
190,CNN,10,Maternal mortality is the shame of US health care (via @CNNOpinion) https://t.co/PTqIQmrNLk https://t.co/w4b0JYyTjv,0.0258,0.185,0.179,0.636,Sun Nov 26 05:45:04 +0000 2017
191,CNN,9,"Artificial light is contributing to an alarming rise in light pollution worldwide, affecting our ecosystem and slee… https://t.co/0StQnePeiW",-0.128,0.0,0.081,0.919,Sun Nov 26 05:30:07 +0000 2017
192,CNN,8,"LaVar Ball on why he didn’t thank President Trump for bringing his son, LiAngelo Ball, home: “I would’ve said thank… https://t.co/9gf9A7u7lh",0.3612,0.111,0.0,0.889,Sun Nov 26 05:16:26 +0000 2017
193,CNN,7,"New portraits of Queen Elizabeth II and her husband, the Duke of Edinburgh Prince Philip, were released to celebrat… https://t.co/6lATp3kS2o",0.0,0.0,0.0,1.0,Sun Nov 26 05:00:19 +0000 2017
194,CNN,6,"LaVar Ball, father of UCLA player LiAngelo Ball, says he did more to help his son than President Trump: ""I helped m… https://t.co/qRmPM6RfGj",0.4549,0.119,0.0,0.881,Sun Nov 26 04:45:36 +0000 2017
195,CNN,5,A surprise bidder has proposed to buy the Weinstein Co. and turn it into a studio run by women… https://t.co/2ERkSylEio,0.2732,0.11,0.0,0.89,Sun Nov 26 04:30:15 +0000 2017
196,CNN,4,"""If you help, you shouldn't have to say anything,"" says LaVar Ball, father of UCLA basketball player LiAngelo Ball,… https://t.co/32OmL0HN63",0.4019,0.124,0.0,0.876,Sun Nov 26 04:15:44 +0000 2017
197,CNN,3,"Dozens of women who've worked on ""Saturday Night Live"" have signed a statement in support of Al Franken… https://t.co/FBMF9Wgw8y",0.4019,0.137,0.0,0.863,Sun Nov 26 04:00:27 +0000 2017
198,CNN,2,"""He fessed up to it. ... It was an impulse thing, a bad decision at a bad time, that's all it was for an 18-year-ol… https://t.co/99q74Lng7D",-0.7906,0.0,0.241,0.759,Sun Nov 26 03:46:02 +0000 2017
199,CNN,1,"France has requested an ""urgent"" meeting of the UN Security Council concerning the sale of migrants at slave auctio… https://t.co/ihy8qNV7St",0.34,0.112,0.0,0.888,Sun Nov 26 03:30:09 +0000 2017
200,CBS,100,"In 2 days, supermodels like @BellaHadid will strut the runway in Shanghai at the 2017 #VSFashionShow, Tues @ 10/9c… https://t.co/Bx7ou8GgSc",0.3612,0.128,0.0,0.872,Sun Nov 26 21:01:23 +0000 2017
