,Name,Tweet Count,Tweet,Compound Score,Positive,Negative,Neutral,Date
298,CBS,2,Get ready for football! Stream NFL on CBS today w/ #CBSAllAccess (not available on mobile phones). Try 1 week FREE:… https://t.co/BJOWnqgBgc,0.4199,0.128,0.0,0.872,Sun Nov 05 13:58:35 +0000 2017
299,CBS,1,Stream the LSU Tigers at Alabama Crimson Tide LIVE tonight at 8PM ET! Try #CBSAllAccess FREE:… https://t.co/L2k6pXwRIp,0.0,0.0,0.0,1.0,Sat Nov 04 20:00:02 +0000 2017
300,Fox News,100,Ohio State quarterback's knee injury before Michigan game prompts calls for investigation https://t.co/vl1hF0GR8E,-0.4215,0.0,0.189,0.811,Sun Nov 26 21:44:49 +0000 2017
301,Fox News,99,"Daniel Halper on Kushner investigation: ""It's basically a cancer on the White House itself. It's very intrusive, it… https://t.co/duRpzQP1Zp",-0.6597,0.0,0.206,0.794,Sun Nov 26 21:37:21 +0000 2017
302,Fox News,98,"Mickey Cargile: ""The unemployment numbers are at the lowest level we've seen this century."" https://t.co/1mw2fnMEHk",-0.6705,0.0,0.297,0.703,Sun Nov 26 21:37:01 +0000 2017
303,Fox News,97,A look at the Senate tax plan. @FoxNewsSunday https://t.co/3TJUwXBtVA https://t.co/dzfodhONsR,0.0,0.0,0.0,1.0,Sun Nov 26 21:36:12 +0000 2017
304,Fox News,96,"Missouri homeowner shoots, kills suspect during home invasion https://t.co/uX2w298a7t",-0.6908,0.0,0.449,0.551,Sun Nov 26 21:31:49 +0000 2017
305,Fox News,95,".@RepEspaillat and other Democrats' 'DREAMer' demands threaten spending bill, gov shutdown in coming weeks… https://t.co/CzDpq9ROuY",-0.3818,0.0,0.157,0.843,Sun Nov 26 21:27:02 +0000 2017
306,Fox News,94,HEARTWARMING: Diner cook help cut up a man’s pancakes after he struggles to eat them due to an arm injury. https://t.co/R1gUwlG1cz,0.0343,0.226,0.256,0.518,Sun Nov 26 21:23:03 +0000 2017
307,Fox News,93,"Franken will not resign, but 'embarrassed and ashamed' over misconduct allegations https://t.co/9IYgJt3k5l",-0.2422,0.241,0.239,0.519,Sun Nov 26 21:22:55 +0000 2017
308,Fox News,92,"California police investigate surveillance video after looters steal 1,800 gallons of vodka https://t.co/7Ey9OXfoYG https://t.co/Ev6gNpzLoc",-0.4939,0.0,0.198,0.802,Sun Nov 26 21:08:01 +0000 2017
309,Fox News,91,Republicans who voted against House tax bill. https://t.co/blWi2X8HMi,0.0,0.0,0.0,1.0,Sun Nov 26 21:07:01 +0000 2017
310,Fox News,90,.@JudgeJeanine Blasts Taxpayer-Funded Sexual Harassment Settlement Fund https://t.co/P3v1nkuqx2 https://t.co/RJGGlfQDVl,-0.5423,0.0,0.304,0.696,Sun Nov 26 21:02:36 +0000 2017
311,Fox News,89,'House of Cards' extends production hiatus amid Kevin Spacey probe https://t.co/LbF1GfsEZW,0.128,0.13,0.0,0.87,Sun Nov 26 21:02:24 +0000 2017
312,Fox News,88,"'Secret Santa' spends more than $10,000 at @ToysRUs to make children's Christmas wishes come true… https://t.co/TWdT7MYGYM",0.1531,0.096,0.0,0.904,Sun Nov 26 21:00:06 +0000 2017
313,Fox News,87,Do you agree with @CortesSteve? https://t.co/8v3NtBDHKY,0.3612,0.333,0.0,0.667,Sun Nov 26 20:51:03 +0000 2017
314,Fox News,86,"OPINION: America, we have it good - blessings and gratitude this Thanksgiving season https://t.co/NDCd5azI8w",0.8658,0.492,0.0,0.508,Sun Nov 26 20:50:13 +0000 2017
315,Fox News,85,Woman raises more than $350K for homeless man who helped her https://t.co/kEbfmbEe8v,0.0,0.0,0.0,1.0,Sun Nov 26 20:41:29 +0000 2017
316,Fox News,84,".@NancyPelosi calls @RepJohnConyers 'icon' who has worked to 'protect women,' yet backs House probe into sexual all… https://t.co/mBwD38BlZW",0.34,0.131,0.061,0.808,Sun Nov 26 20:33:40 +0000 2017
317,Fox News,83,.@SebGorka concurred with @POTUS's renewed call for a wall &amp; travel ban in the wake of the Egypt terror attack.… https://t.co/Ia8V5wmqHP,-0.7906,0.0,0.28,0.72,Sun Nov 26 20:31:05 +0000 2017
318,Fox News,82,".@GeraldoRivera: ""How did [@RepJohnConyers] get the taxpayers to pay for his... alleged misdeeds?"" https://t.co/lkDon22qvX",-0.1027,0.0,0.097,0.903,Sun Nov 26 20:27:02 +0000 2017
319,Fox News,81,"Pelosi calls Conyers 'icon' who has worked to 'protect women,' yet backs House probe into sexual allegations https://t.co/mAHIU44yQD",0.34,0.131,0.061,0.808,Sun Nov 26 20:24:52 +0000 2017
320,Fox News,80,Ohio State quarterback's knee injury before Michigan game prompts calls for investigation https://t.co/vl1hF0GR8E,-0.4215,0.0,0.189,0.811,Sun Nov 26 21:44:49 +0000 2017
321,Fox News,79,"Daniel Halper on Kushner investigation: ""It's basically a cancer on the White House itself. It's very intrusive, it… https://t.co/duRpzQP1Zp",-0.6597,0.0,0.206,0.794,Sun Nov 26 21:37:21 +0000 2017
322,Fox News,78,"Mickey Cargile: ""The unemployment numbers are at the lowest level we've seen this century."" https://t.co/1mw2fnMEHk",-0.6705,0.0,0.297,0.703,Sun Nov 26 21:37:01 +0000 2017
323,Fox News,77,A look at the Senate tax plan. @FoxNewsSunday https://t.co/3TJUwXBtVA https://t.co/dzfodhONsR,0.0,0.0,0.0,1.0,Sun Nov 26 21:36:12 +0000 2017
324,Fox News,76,"Missouri homeowner shoots, kills suspect during home invasion https://t.co/uX2w298a7t",-0.6908,0.0,0.449,0.551,Sun Nov 26 21:31:49 +0000 2017
325,Fox News,75,".@RepEspaillat and other Democrats' 'DREAMer' demands threaten spending bill, gov shutdown in coming weeks… https://t.co/CzDpq9ROuY",-0.3818,0.0,0.157,0.843,Sun Nov 26 21:27:02 +0000 2017
326,Fox News,74,HEARTWARMING: Diner cook help cut up a man’s pancakes after he struggles to eat them due to an arm injury. https://t.co/R1gUwlG1cz,0.0343,0.226,0.256,0.518,Sun Nov 26 21:23:03 +0000 2017
327,Fox News,73,"Franken will not resign, but 'embarrassed and ashamed' over misconduct allegations https://t.co/9IYgJt3k5l",-0.2422,0.241,0.239,0.519,Sun Nov 26 21:22:55 +0000 2017
328,Fox News,72,"California police investigate surveillance video after looters steal 1,800 gallons of vodka https://t.co/7Ey9OXfoYG https://t.co/Ev6gNpzLoc",-0.4939,0.0,0.198,0.802,Sun Nov 26 21:08:01 +0000 2017
329,Fox News,71,Republicans who voted against House tax bill. https://t.co/blWi2X8HMi,0.0,0.0,0.0,1.0,Sun Nov 26 21:07:01 +0000 2017
330,Fox News,70,.@JudgeJeanine Blasts Taxpayer-Funded Sexual Harassment Settlement Fund https://t.co/P3v1nkuqx2 https://t.co/RJGGlfQDVl,-0.5423,0.0,0.304,0.696,Sun Nov 26 21:02:36 +0000 2017
331,Fox News,69,'House of Cards' extends production hiatus amid Kevin Spacey probe https://t.co/LbF1GfsEZW,0.128,0.13,0.0,0.87,Sun Nov 26 21:02:24 +0000 2017
332,Fox News,68,"'Secret Santa' spends more than $10,000 at @ToysRUs to make children's Christmas wishes come true… https://t.co/TWdT7MYGYM",0.1531,0.096,0.0,0.904,Sun Nov 26 21:00:06 +0000 2017
333,Fox News,67,Do you agree with @CortesSteve? https://t.co/8v3NtBDHKY,0.3612,0.333,0.0,0.667,Sun Nov 26 20:51:03 +0000 2017
334,Fox News,66,"OPINION: America, we have it good - blessings and gratitude this Thanksgiving season https://t.co/NDCd5azI8w",0.8658,0.492,0.0,0.508,Sun Nov 26 20:50:13 +0000 2017
335,Fox News,65,Woman raises more than $350K for homeless man who helped her https://t.co/kEbfmbEe8v,0.0,0.0,0.0,1.0,Sun Nov 26 20:41:29 +0000 2017
336,Fox News,64,".@NancyPelosi calls @RepJohnConyers 'icon' who has worked to 'protect women,' yet backs House probe into sexual all… https://t.co/mBwD38BlZW",0.34,0.131,0.061,0.808,Sun Nov 26 20:33:40 +0000 2017
337,Fox News,63,.@SebGorka concurred with @POTUS's renewed call for a wall &amp; travel ban in the wake of the Egypt terror attack.… https://t.co/Ia8V5wmqHP,-0.7906,0.0,0.28,0.72,Sun Nov 26 20:31:05 +0000 2017
338,Fox News,62,".@GeraldoRivera: ""How did [@RepJohnConyers] get the taxpayers to pay for his... alleged misdeeds?"" https://t.co/lkDon22qvX",-0.1027,0.0,0.097,0.903,Sun Nov 26 20:27:02 +0000 2017
339,Fox News,61,"Pelosi calls Conyers 'icon' who has worked to 'protect women,' yet backs House probe into sexual allegations https://t.co/mAHIU44yQD",0.34,0.131,0.061,0.808,Sun Nov 26 20:24:52 +0000 2017
340,Fox News,60,State taxpayer flight - gross migration in billions. https://t.co/idpRg7o3FB,-0.4767,0.0,0.307,0.693,Sun Nov 26 20:20:40 +0000 2017
341,Fox News,59,'Glee' star Naya Rivera charged with domestic battery in West Virginia https://t.co/C3FLYpWCTc,-0.2023,0.0,0.141,0.859,Sun Nov 26 20:13:59 +0000 2017
342,Fox News,58,RT @EricShawnTV: I anchor at 4 pm ET @FoxNews: Iran's missile warnings to the #America &amp; #Europe. Here's @AmbJohnBolton: https://t.co/MAoen…,-0.296,0.0,0.115,0.885,Sun Nov 26 20:11:23 +0000 2017
343,Fox News,57,"Marc Lotter on North Korea: ""@POTUS said he was going to name our enemies and go after them. And so what you're see… https://t.co/VkCyWyNwb2",-0.4939,0.0,0.122,0.878,Sun Nov 26 20:08:59 +0000 2017
344,Fox News,56,George H.W. Bush Now Longest Living President https://t.co/1Us6mwFqMf,0.0,0.0,0.0,1.0,Sun Nov 26 20:08:11 +0000 2017
345,Fox News,55,"Marie Harf on North Korea returning to State Sponsors of Terrorism list: ""This designation is not going to fundamen… https://t.co/U2qjBTblZq",-0.6808,0.0,0.195,0.805,Sun Nov 26 20:06:32 +0000 2017
346,Fox News,54,"Franken will not resign, but 'embarrassed and ashamed' over misconduct allegations https://t.co/9IYgJt3k5l",-0.2422,0.241,0.239,0.519,Sun Nov 26 20:04:43 +0000 2017
347,Fox News,53,"Marie Harf on North Korea: ""Where China has stepped back, Russia has stepped up to help the North Koreans and I hop… https://t.co/xJfkVeHF66",0.4019,0.114,0.0,0.886,Sun Nov 26 20:01:45 +0000 2017
348,Fox News,52,"On ""Justice,"" @dbongino blasted Congress' sexual harassment settlement fund, which used taxpayer dollars.… https://t.co/9XkcaCEbfI",-0.5423,0.0,0.212,0.788,Sun Nov 26 20:00:06 +0000 2017
349,Fox News,51,"Catherine Lucey on Russia investigation: ""It's not clear if and when another shoe drops and whether Flynn plays a p… https://t.co/X61IKYuglB",-0.0475,0.09,0.098,0.811,Sun Nov 26 19:59:13 +0000 2017
350,Fox News,50,"Sheriff Chuck Jenkins: ""We need to treat MS-13 and the other criminal gangs as international terrorist organization… https://t.co/wyNDlnwEuy",-0.7506,0.105,0.314,0.581,Sun Nov 26 19:59:11 +0000 2017
351,Fox News,49,Ohio State quarterback's knee injury before Michigan game prompts calls for investigation https://t.co/vl1hF0GR8E,-0.4215,0.0,0.189,0.811,Sun Nov 26 19:58:12 +0000 2017
352,Fox News,48,".@johnthune on tax reform: ""We should not settle for two percent growth in this economy."" @FoxNewsSunday https://t.co/rDtg2PE9BD",0.3818,0.14,0.0,0.86,Sun Nov 26 19:52:55 +0000 2017
353,Fox News,47,Peggy Noonan: Sexual predators are now on notice https://t.co/wT2IPfzarw,0.0,0.0,0.0,1.0,Sun Nov 26 19:47:34 +0000 2017
354,Fox News,46,A look at the Senate tax plan. @FoxNewsSunday https://t.co/3TJUwXBtVA https://t.co/Dv5rf2yLtO,0.0,0.0,0.0,1.0,Sun Nov 26 19:46:13 +0000 2017
355,Fox News,45,".@johnthune on tax reform: ""The tax code in this country needs to be changed if we're going to be competitive in th… https://t.co/BhZI3YevtN",0.1779,0.072,0.0,0.928,Sun Nov 26 19:44:38 +0000 2017
356,Fox News,44,.@RepJohnConyers has announced he will be stepping aside as a ranking member of the House Judiciary Committee over… https://t.co/JNSsPheklV,0.0,0.0,0.0,1.0,Sun Nov 26 19:44:31 +0000 2017
357,Fox News,43,Unemployment rate prediction for end of 2019 - per @GoldmanSachs economists. https://t.co/5poCXCqbBu https://t.co/T3LCkAKauM,-0.4404,0.0,0.209,0.791,Sun Nov 26 19:36:46 +0000 2017
358,Fox News,42,"NYC teacher accused of being 'sugar daddy' to teen girl student, giving her cash for sex https://t.co/ad2rhoY0D1",0.0516,0.122,0.112,0.765,Sun Nov 26 19:29:31 +0000 2017
359,Fox News,41,.@BurgessOwens warns the @NFL must show some leadership and promote respect for the flag among the young players.… https://t.co/nEiN3TG5n2,0.6486,0.247,0.061,0.693,Sun Nov 26 19:26:05 +0000 2017
360,Fox News,40,I'm the truck driver delivering America's Christmas tree to the US Capitol - and I couldn't be prouder https://t.co/AmE7bUMpSP,-0.3875,0.0,0.141,0.859,Sun Nov 26 19:19:43 +0000 2017
361,Fox News,39,"Men dressed as Krampus scare spectators during a Krampus run in Hollabrunn, Austria. https://t.co/fB2tM9wYMU",-0.4939,0.0,0.211,0.789,Sun Nov 26 19:12:45 +0000 2017
362,Fox News,38,"On ""Justice,"" @dbongino explained what he sees as a fundamental difference between liberals and conservatives.… https://t.co/HKljApKzVT",0.0,0.0,0.0,1.0,Sun Nov 26 19:09:01 +0000 2017
363,Fox News,37,WATCH: @jessebwatters Finds Out How Much Thanksgiving History New Yorkers Know    https://t.co/oK2qPAVv32,0.0,0.0,0.0,1.0,Sun Nov 26 19:08:41 +0000 2017
364,Fox News,36,George H.W. Bush Now Longest Living President https://t.co/nwcqqTpCiI https://t.co/jXJfzSlrOY,0.0,0.0,0.0,1.0,Sun Nov 26 19:01:21 +0000 2017
365,Fox News,35,"'Secret Santa' spends more than $10,000 at @ToysRUs to make children's Christmas wishes come true… https://t.co/R3ppmjHo2b",0.1531,0.096,0.0,0.904,Sun Nov 26 19:00:04 +0000 2017
366,Fox News,34,Man badly bitten by shark while spearfishing off California beach https://t.co/kPoGmaTUHj,-0.4767,0.0,0.237,0.763,Sun Nov 26 18:53:33 +0000 2017
367,Fox News,33,".@DiamondandSilk: ""At the end of the day, [President @realDonaldTrump] is still the Man of the Year."" https://t.co/uGZ5rnsnBb",0.0,0.0,0.0,1.0,Sun Nov 26 18:49:04 +0000 2017
368,Fox News,32,.@SebGorka concurred with @POTUS's renewed call for a wall &amp; travel ban in the wake of the Egypt terror attack.… https://t.co/6lna2Vbyvo,-0.7906,0.0,0.28,0.72,Sun Nov 26 18:49:04 +0000 2017
369,Fox News,31,.@JudgeJeanine Blasts Taxpayer-Funded Sexual Harassment Settlement Fund https://t.co/P3v1nkM1oA https://t.co/KBKsQfmgOU,-0.5423,0.0,0.304,0.696,Sun Nov 26 18:48:02 +0000 2017
370,Fox News,30,"Holocaust survivor: I'm giving $1 million to help wounded American veterans, to express my thanks https://t.co/3nZ1SOD41W",0.8591,0.467,0.0,0.533,Sun Nov 26 18:47:47 +0000 2017
371,Fox News,29,".@mschlapp on @SenateMajLdr: ""He's in a much stronger position than you might think."" https://t.co/DFnrfkC6kV",0.3818,0.178,0.0,0.822,Sun Nov 26 18:46:51 +0000 2017
372,Fox News,28,John Conyers steps aside from House Judiciary Committee amid probe into sexual allegations https://t.co/JkoYlKRSer,0.0,0.0,0.0,1.0,Sun Nov 26 18:36:55 +0000 2017
373,Fox News,27,Nick Lachey wants to 'find some justice' for his employee who was shot in the face https://t.co/nGdB18KgHN,0.5267,0.175,0.0,0.825,Sun Nov 26 18:32:00 +0000 2017
374,Fox News,26,"'Secret Santa' Donates 10K to Cover Layaway Toy Orders
https://t.co/6Cgoa7BHES",0.0,0.0,0.0,1.0,Sun Nov 26 18:23:20 +0000 2017
375,Fox News,25,"On @ffweekend, Sheriff Chuck Jenkins discussed how law enforcement should confront the threat of gangs like MS-13.… https://t.co/2EwBdpDS8M",-0.3818,0.111,0.226,0.664,Sun Nov 26 18:17:20 +0000 2017
376,Fox News,24,.@RepJohnConyers has announced he will be stepping aside as a ranking member of the House Judiciary Committee over… https://t.co/sPYg2vIoAE,0.0,0.0,0.0,1.0,Sun Nov 26 18:12:28 +0000 2017
377,Fox News,23,A diner cook has touched thousands of hearts after video was posted online showing her help cut up a man’s pancakes… https://t.co/26ytjsLRdi,0.1531,0.118,0.092,0.789,Sun Nov 26 18:08:07 +0000 2017
378,Fox News,22,Football players charged as adults in alleged rape of 14-year-old girl https://t.co/xNDm8Z9TSF,-0.7579,0.0,0.394,0.606,Sun Nov 26 18:03:56 +0000 2017
379,Fox News,21,2 arrested in robbery of 92-year-old Massachusetts woman https://t.co/qVQUWOGwh5,-0.4767,0.0,0.307,0.693,Sun Nov 26 17:50:47 +0000 2017
380,Fox News,20,"Missouri homeowner shoots, kills suspect during home invasion
https://t.co/FmRgsbJxkv",-0.6908,0.0,0.449,0.551,Sun Nov 26 17:42:53 +0000 2017
381,Fox News,19,BREAKING NEWS: @RepJohnConyers has announced he will be stepping aside as a ranking member of the House Judiciary C… https://t.co/au1R4dEXEe,0.0,0.0,0.0,1.0,Sun Nov 26 17:36:44 +0000 2017
382,Fox News,18,"Indiana ‘Night Nurse’ says white women raising sons who are ‘rapists’ and ‘killers,’ sparking probe https://t.co/y5oKpswHWD",0.0,0.0,0.0,1.0,Sun Nov 26 17:31:53 +0000 2017
383,Fox News,17,".@BurgessOwens: ""Young men need to recognize how proud we should be of that flag."" https://t.co/JY3U3wwBEO https://t.co/N0KbXUPwZL",0.4767,0.171,0.0,0.829,Sun Nov 26 17:28:03 +0000 2017
384,Fox News,16,"On @ffweekend, @DiamondandSilk weighed in on the President @realDonaldTrump/@TIME ""Person of the Year"" controversy.… https://t.co/hRRlBcCkgG",0.0,0.0,0.0,1.0,Sun Nov 26 17:26:57 +0000 2017
385,Fox News,15,Supporters of President @realDonaldTrump stand on the bridge to his Mar-a-Lago estate as his motorcade passes by. https://t.co/PSkL0lc1G7,0.4404,0.146,0.0,0.854,Sun Nov 26 17:17:00 +0000 2017
386,Fox News,14,"On @WattersWorld, @michellemalkin talked about @POTUS's greatest accomplishments in the year since his election.… https://t.co/ztR1CoN6CV",0.6369,0.231,0.0,0.769,Sun Nov 26 17:13:07 +0000 2017
387,Fox News,13,Alan Dershowitz: Ten congressional Democrats want lenient treatment for young terrorists who murder Israelis https://t.co/JZchbA1jpS,-0.8126,0.147,0.379,0.474,Sun Nov 26 16:59:30 +0000 2017
388,Fox News,12,"On ""Justice with @JudgeJeanine,"" @realamymholmes talked about the hypocrisy among left-wing politicians in the wake… https://t.co/OcNnt22f2x",0.5267,0.185,0.0,0.815,Sun Nov 26 16:46:35 +0000 2017
389,Fox News,11,".@dbongino: ""This sexual harassment slush fund is an international - no, forget that - an INTERGALACTIC disgrace."" https://t.co/vZShKp4U17",-0.765,0.0,0.369,0.631,Sun Nov 26 16:40:13 +0000 2017
390,Fox News,10,"Sheriff Chuck Jenkins: ""We need to treat MS-13 and the other criminal gangs as international terrorist organization… https://t.co/U7MxTvH9UC",-0.7506,0.105,0.314,0.581,Sun Nov 26 16:35:06 +0000 2017
391,Fox News,9,"RT @EricShawnTV: At 12 Noon ET when I anchor @FoxNews: #Iran threatens #Europe and #UStroops, say new reports, warning of deploying longer…",-0.6124,0.0,0.208,0.792,Sun Nov 26 16:26:11 +0000 2017
392,Fox News,8,"WATCH: @jessebwatters Finds Out How Much Thanksgiving History New Yorkers Know
https://t.co/oK2qPAVv32",0.0,0.0,0.0,1.0,Sun Nov 26 16:23:54 +0000 2017
393,Fox News,7,Nick Lachey wants to 'find some justice' for his employee who was shot in the face (via @travfed)  https://t.co/nGdB18KgHN,0.5267,0.159,0.0,0.841,Sun Nov 26 16:22:02 +0000 2017
394,Fox News,6,".@realamymholmes: ""@BillClinton... passed sexual harassment law that he himself was violating."" https://t.co/B5qG7meanI",-0.5423,0.0,0.241,0.759,Sun Nov 26 16:21:03 +0000 2017
395,Fox News,5,TONIGHT: @HarveyLevinTMZ goes in-depth with @mcuban on OBJECTified - Tune in at 8p ET on Fox News Channel! https://t.co/yQpk9KFLtJ,0.0,0.0,0.0,1.0,Sun Nov 26 16:17:02 +0000 2017
396,Fox News,4,".@MichelleMalkin: ""What @realDonaldTrump has done most effectively is expose the media bias."" https://t.co/slHXRH3GjY",0.3246,0.199,0.116,0.685,Sun Nov 26 16:14:02 +0000 2017
397,Fox News,3,TONIGHT: Don't miss an all-new @NextRevFNC with @SteveHiltonx - Tune in at 9p ET on Fox News Channel! https://t.co/zyqZYfTz2Q,0.1867,0.093,0.0,0.907,Sun Nov 26 16:08:18 +0000 2017
398,Fox News,2,"On @ffweekend, @DiamondandSilk shared their message for the holiday season. https://t.co/svdngYUKn9 https://t.co/7HELYcXgsD",0.6249,0.338,0.0,0.662,Sun Nov 26 16:06:34 +0000 2017
399,Fox News,1,".@RepLeeZeldin: ""Close to half of my district itemizes and uses the state and local tax deduction."" #SundayFutures… https://t.co/nOWPAy5IRL",0.0,0.0,0.0,1.0,Sun Nov 26 15:59:02 +0000 2017
400,The New York Times,100,Time Inc. is nearing an agreement to sell itself to the Meredith Corporation in a deal backed by the Koch brothers https://t.co/VPsvHr8HjP,0.5106,0.185,0.0,0.815,Sun Nov 26 21:30:07 +0000 2017
