,Name,Tweet Count,Tweet,Compound Score,Positive,Negative,Neutral,Date
401,The New York Times,99,"RT @melbournecoal: BREAK: Time Inc. is near an agreement to self itself to Meredith, in a deal backed by the Koch brothers https://t.co/4RZ…",0.5106,0.177,0.0,0.823,Sun Nov 26 21:24:21 +0000 2017
402,The New York Times,98,Guilt and heartache accompany many Puerto Ricans who fled to the mainland after Hurricane Maria https://t.co/WSqqfcn2o9,-0.2732,0.0,0.123,0.877,Sun Nov 26 21:15:07 +0000 2017
403,The New York Times,97,"Purging the Rohingya has made Myanmar's military ""more popular than in decades"" among the nation's Buddhist majority https://t.co/8VDe9ZAe7L",0.4754,0.154,0.0,0.846,Sun Nov 26 21:00:18 +0000 2017
404,The New York Times,96,"In tying himself to Roy Moore, President Trump has reignited hostilities with his own party https://t.co/mEtchnpx2c",-0.1027,0.136,0.157,0.707,Sun Nov 26 20:45:09 +0000 2017
405,The New York Times,95,"Opinion: If you let boys be boys, they will murder their fathers and sleep with their mothers https://t.co/ajdOPQVZFG",-0.6908,0.0,0.217,0.783,Sun Nov 26 20:30:05 +0000 2017
406,The New York Times,94,Dr. Lilli Hornig rejected a chauvinistic job offer to type other scientists’ top secret reports during World War II https://t.co/noBW5XzHF3,-0.7506,0.072,0.288,0.64,Sun Nov 26 20:15:03 +0000 2017
407,The New York Times,93,"Barbudans want to preserve their unique way of life, but foreign investors see opportunity after a disaster… https://t.co/FMKYMHziXP",0.5927,0.244,0.0,0.756,Sun Nov 26 20:00:16 +0000 2017
408,The New York Times,92,The Outer Space Treaty may be getting in the way of entrepreneurs with plans to push farther and faster into space https://t.co/SEo9xWZS0t,0.0,0.0,0.0,1.0,Sun Nov 26 19:45:07 +0000 2017
409,The New York Times,91,"RT @jasondhorowitz: What's in a name? Pope Francis heads to Myanmar, but his aides urge him not to say that which we call Rohingya. https:/…",0.0,0.0,0.0,1.0,Sun Nov 26 19:40:26 +0000 2017
410,The New York Times,90,"In this part of Peru, climate change has been a blessing — but it may become a curse https://t.co/nUeJr1f8gi",-0.5647,0.101,0.228,0.671,Sun Nov 26 19:30:11 +0000 2017
411,The New York Times,89,It could be further evidence that the chemicals that govern our body clocks are linked to events in the sky https://t.co/9BepBpO2Z4,0.0,0.0,0.0,1.0,Sun Nov 26 19:15:09 +0000 2017
412,The New York Times,88,"""I get recognized a lot in New York and I love it. New Yorkers are my people."" https://t.co/WIzvVqWgff",0.6369,0.219,0.0,0.781,Sun Nov 26 19:00:10 +0000 2017
413,The New York Times,87,"It is a commemoration of “comfort women,” who were detained and raped by Japanese soldiers before and during WWII https://t.co/cj0lppK2dR",-0.8074,0.0,0.3,0.7,Sun Nov 26 18:45:05 +0000 2017
414,The New York Times,86,President Macron announced measures to crack down on sexual crimes and make it easier for victims to press charges https://t.co/Tb2N7FWfBm,-0.1531,0.116,0.182,0.702,Sun Nov 26 18:30:05 +0000 2017
415,The New York Times,85,"President Trump fell short of praising Roy Moore on Twitter, but unleashed a tirade against his opponent https://t.co/QfBhvVFjaL",0.3071,0.123,0.0,0.877,Sun Nov 26 18:15:03 +0000 2017
416,The New York Times,84,"With Pixar’s “Coco” in theaters, it’s a good time to revisit the best films the studio has to offer https://t.co/Jmspil5HSc",0.7964,0.295,0.0,0.705,Sun Nov 26 18:00:18 +0000 2017
417,The New York Times,83,"Breaking News: John Conyers Jr., a top Democrat, is stepping aside amid a sexual harassment investigation https://t.co/aMGT3LaC6g",-0.4019,0.098,0.191,0.71,Sun Nov 26 17:57:49 +0000 2017
418,The New York Times,82,Our profile of a Nazi sympathizer in Ohio elicited significant criticism from readers. Our national editor weighs i… https://t.co/Q0bMmuzVBx,-0.2732,0.087,0.14,0.773,Sun Nov 26 17:45:03 +0000 2017
419,The New York Times,81,"RT @VivianHYee: Under Trump, immigration arrests have gone up by 80% in Atlanta. I went to Atlanta to figure out why, and to talk to immigr…",-0.4404,0.0,0.108,0.892,Sun Nov 26 17:42:57 +0000 2017
420,The New York Times,80,Time Inc. is nearing an agreement to sell itself to the Meredith Corporation in a deal backed by the Koch brothers https://t.co/VPsvHr8HjP,0.5106,0.185,0.0,0.815,Sun Nov 26 21:30:07 +0000 2017
421,The New York Times,79,"RT @melbournecoal: BREAK: Time Inc. is near an agreement to self itself to Meredith, in a deal backed by the Koch brothers https://t.co/4RZ…",0.5106,0.177,0.0,0.823,Sun Nov 26 21:24:21 +0000 2017
422,The New York Times,78,Guilt and heartache accompany many Puerto Ricans who fled to the mainland after Hurricane Maria https://t.co/WSqqfcn2o9,-0.2732,0.0,0.123,0.877,Sun Nov 26 21:15:07 +0000 2017
423,The New York Times,77,"Purging the Rohingya has made Myanmar's military ""more popular than in decades"" among the nation's Buddhist majority https://t.co/8VDe9ZAe7L",0.4754,0.154,0.0,0.846,Sun Nov 26 21:00:18 +0000 2017
424,The New York Times,76,"In tying himself to Roy Moore, President Trump has reignited hostilities with his own party https://t.co/mEtchnpx2c",-0.1027,0.136,0.157,0.707,Sun Nov 26 20:45:09 +0000 2017
425,The New York Times,75,"Opinion: If you let boys be boys, they will murder their fathers and sleep with their mothers https://t.co/ajdOPQVZFG",-0.6908,0.0,0.217,0.783,Sun Nov 26 20:30:05 +0000 2017
426,The New York Times,74,Dr. Lilli Hornig rejected a chauvinistic job offer to type other scientists’ top secret reports during World War II https://t.co/noBW5XzHF3,-0.7506,0.072,0.288,0.64,Sun Nov 26 20:15:03 +0000 2017
427,The New York Times,73,"Barbudans want to preserve their unique way of life, but foreign investors see opportunity after a disaster… https://t.co/FMKYMHziXP",0.5927,0.244,0.0,0.756,Sun Nov 26 20:00:16 +0000 2017
428,The New York Times,72,The Outer Space Treaty may be getting in the way of entrepreneurs with plans to push farther and faster into space https://t.co/SEo9xWZS0t,0.0,0.0,0.0,1.0,Sun Nov 26 19:45:07 +0000 2017
429,The New York Times,71,"RT @jasondhorowitz: What's in a name? Pope Francis heads to Myanmar, but his aides urge him not to say that which we call Rohingya. https:/…",0.0,0.0,0.0,1.0,Sun Nov 26 19:40:26 +0000 2017
430,The New York Times,70,"In this part of Peru, climate change has been a blessing — but it may become a curse https://t.co/nUeJr1f8gi",-0.5647,0.101,0.228,0.671,Sun Nov 26 19:30:11 +0000 2017
431,The New York Times,69,It could be further evidence that the chemicals that govern our body clocks are linked to events in the sky https://t.co/9BepBpO2Z4,0.0,0.0,0.0,1.0,Sun Nov 26 19:15:09 +0000 2017
432,The New York Times,68,"""I get recognized a lot in New York and I love it. New Yorkers are my people."" https://t.co/WIzvVqWgff",0.6369,0.219,0.0,0.781,Sun Nov 26 19:00:10 +0000 2017
433,The New York Times,67,"It is a commemoration of “comfort women,” who were detained and raped by Japanese soldiers before and during WWII https://t.co/cj0lppK2dR",-0.8074,0.0,0.3,0.7,Sun Nov 26 18:45:05 +0000 2017
434,The New York Times,66,President Macron announced measures to crack down on sexual crimes and make it easier for victims to press charges https://t.co/Tb2N7FWfBm,-0.1531,0.116,0.182,0.702,Sun Nov 26 18:30:05 +0000 2017
435,The New York Times,65,"President Trump fell short of praising Roy Moore on Twitter, but unleashed a tirade against his opponent https://t.co/QfBhvVFjaL",0.3071,0.123,0.0,0.877,Sun Nov 26 18:15:03 +0000 2017
436,The New York Times,64,"With Pixar’s “Coco” in theaters, it’s a good time to revisit the best films the studio has to offer https://t.co/Jmspil5HSc",0.7964,0.295,0.0,0.705,Sun Nov 26 18:00:18 +0000 2017
437,The New York Times,63,"Breaking News: John Conyers Jr., a top Democrat, is stepping aside amid a sexual harassment investigation https://t.co/aMGT3LaC6g",-0.4019,0.098,0.191,0.71,Sun Nov 26 17:57:49 +0000 2017
438,The New York Times,62,Our profile of a Nazi sympathizer in Ohio elicited significant criticism from readers. Our national editor weighs i… https://t.co/Q0bMmuzVBx,-0.2732,0.087,0.14,0.773,Sun Nov 26 17:45:03 +0000 2017
439,The New York Times,61,"RT @VivianHYee: Under Trump, immigration arrests have gone up by 80% in Atlanta. I went to Atlanta to figure out why, and to talk to immigr…",-0.4404,0.0,0.108,0.892,Sun Nov 26 17:42:57 +0000 2017
440,The New York Times,60,This baby hippo has spawned a frenzy that has people flying from all over to see her https://t.co/JakJQ90dYO,-0.3182,0.0,0.126,0.874,Sun Nov 26 17:30:11 +0000 2017
441,The New York Times,59,"""The slap is a really enjoyable slap — in fact, it’s a slap to the face of all the injustice women face here” https://t.co/lZiGbfkQPh",0.3167,0.289,0.134,0.578,Sun Nov 26 17:15:13 +0000 2017
442,The New York Times,58,"When he saw that their dogs had come home without his wife, he thought, “This isn’t right” https://t.co/qRJoL6TbxX",0.0,0.0,0.0,1.0,Sun Nov 26 17:00:28 +0000 2017
443,The New York Times,57,"As Barbuda starts to rebuild after Hurricane Irma, its locals are fighting to preserve their unique way of life… https://t.co/GcuQJZisPx",-0.3612,0.0,0.116,0.884,Sun Nov 26 16:45:11 +0000 2017
444,The New York Times,56,"“For the first time in my life, I don’t feel safe in Australia,” said Rabbi Feldman, a fourth-generation Australian https://t.co/T30tJns59m",0.4404,0.146,0.0,0.854,Sun Nov 26 16:30:03 +0000 2017
445,The New York Times,55,"Here are the week’s top stories, and a look ahead https://t.co/QT5YgbYvBO",0.2023,0.167,0.0,0.833,Sun Nov 26 16:15:09 +0000 2017
446,The New York Times,54,Pakistan deployed army troops in Islamabad to help restore law and order to the capital https://t.co/R6w2r9LeOl,0.5994,0.259,0.0,0.741,Sun Nov 26 16:00:22 +0000 2017
447,The New York Times,53,The Myanmar trip would seem to present the pope an opportunity to reassert his status as the world’s moral compass https://t.co/xN6WZ0SuQ3,0.4215,0.123,0.0,0.877,Sun Nov 26 15:45:10 +0000 2017
448,The New York Times,52,"Mikhail Baryshnikov, one of the greatest dancers of the 20th century, introduces his arts center… https://t.co/W4CBWoa196",0.6369,0.219,0.0,0.781,Sun Nov 26 15:30:09 +0000 2017
449,The New York Times,51,Opinion: Just 1 of 38 prominent economists agreed that the Republican tax cut would substantially lift the economy https://t.co/oz1x1O2HzL,0.3182,0.205,0.098,0.698,Sun Nov 26 15:15:03 +0000 2017
450,The New York Times,50,How one Inuit community in Canada is feeling the results of climate change https://t.co/4OAkvR29sh https://t.co/DzzYfvqYPW,0.128,0.097,0.0,0.903,Sun Nov 26 15:00:20 +0000 2017
451,The New York Times,49,Neenah is in one of Wisconsin's 72 counties that flipped from blue to red in the 2016 U.S. election. Local industri… https://t.co/xA7PaO1tHh,0.0,0.0,0.0,1.0,Sun Nov 26 14:45:05 +0000 2017
452,The New York Times,48,There is an increasingly bitter argument brewing over the seemingly mundane task of keeping accurate lists of U.S.… https://t.co/iIMMNBSBWR,-0.6486,0.0,0.238,0.762,Sun Nov 26 14:30:13 +0000 2017
453,The New York Times,47,"As Trump pushes the U.S. toward tougher immigration enforcement, the Atlanta area offers a glimpse of what could be https://t.co/HJqBN8fc9o",0.1779,0.086,0.0,0.914,Sun Nov 26 14:00:31 +0000 2017
454,The New York Times,46,A State Department exodus marks a new stage in the contentious relationship between Rex Tillerson and much of his w… https://t.co/k35qrdaOFe,-0.296,0.0,0.109,0.891,Sun Nov 26 13:45:10 +0000 2017
455,The New York Times,45,Pakistan May Deploy Troops After Violent Clashes in Islamabad https://t.co/yWxtkZBDua,-0.5994,0.0,0.302,0.698,Sun Nov 26 13:31:45 +0000 2017
456,The New York Times,44,One of the most striking aspects of the carnage that unfolded in Egypt was how easy it was for the militants to car… https://t.co/EpVHpGztDa,0.4404,0.112,0.0,0.888,Sun Nov 26 13:30:12 +0000 2017
457,The New York Times,43,"The U.S. Navy identified the 3 sailors lost in a plane crash as Bryan Grosso, Steven Combs and Matthew Chialastri https://t.co/kGrbddTkks",-0.6124,0.0,0.227,0.773,Sun Nov 26 13:15:07 +0000 2017
458,The New York Times,42,Op-Ed Columnist: Is There an Evangelical Crisis? https://t.co/aY2qE5XNWy,-0.6249,0.0,0.369,0.631,Sun Nov 26 13:10:35 +0000 2017
459,The New York Times,41,"Costumes, crafts, computer kits and more https://t.co/RtWP26ZfOP https://t.co/zsXnhL7I8v",0.0,0.0,0.0,1.0,Sun Nov 26 13:00:25 +0000 2017
460,The New York Times,40,The do-whatever-you-want stage of Jared Kushner’s White House tenure is over as speculation mounts about his future https://t.co/hxV0PiQ6vP,0.0,0.0,0.0,1.0,Sun Nov 26 12:30:18 +0000 2017
461,The New York Times,39,Kith’s Ronnie Fieg Knows Exactly What You Want https://t.co/m2YaemlTHW,0.0772,0.14,0.0,0.86,Sun Nov 26 12:10:26 +0000 2017
462,The New York Times,38,On Dessert: What Children — and Parents — Can Learn From Baking Together https://t.co/3nKAisX8iO,0.0,0.0,0.0,1.0,Sun Nov 26 11:05:29 +0000 2017
463,The New York Times,37,President Trump blindsided congressional Republicans with his defense of Roy Moore https://t.co/Rf32Y0VXbL,0.128,0.12,0.0,0.88,Sun Nov 26 11:00:11 +0000 2017
464,The New York Times,36,"""The day after the U.S. election, I felt, who needs a new opera?"" https://t.co/9uFYXHcqOW",0.0,0.0,0.0,1.0,Sun Nov 26 10:15:45 +0000 2017
465,The New York Times,35,Violence Flares as Nepal Heads to Landmark Elections https://t.co/zn3bk0iYmx,-0.5859,0.105,0.331,0.565,Sun Nov 26 09:57:23 +0000 2017
466,The New York Times,34,Zadar Journal: Can a Wild Daisy Rejuvenate Croatia’s Farming Economy? https://t.co/bKAnNhWGFI,0.0,0.0,0.0,1.0,Sun Nov 26 09:51:06 +0000 2017
467,The New York Times,33,RT @nytimesworld: Ireland could be headed for a snap election after the main opposition party filed a no-confidence motion https://t.co/l47…,0.4019,0.137,0.0,0.863,Sun Nov 26 09:40:41 +0000 2017
468,The New York Times,32,They found a slave cemetery in NYC. Now they are working to build a memorial. https://t.co/MdKqG5Jdqi,0.0,0.0,0.0,1.0,Sun Nov 26 09:21:48 +0000 2017
469,The New York Times,31,"His evenings are spent with barflies, revelers and party seekers. Except he's not their companion. He's their ride. https://t.co/5HknpUjENy",0.4019,0.13,0.0,0.87,Sun Nov 26 09:04:33 +0000 2017
470,The New York Times,30,It was a question that dogged biologists: Why the neck? https://t.co/0fopzB2mHh,0.0,0.0,0.0,1.0,Sun Nov 26 08:46:53 +0000 2017
471,The New York Times,29,How to prepare for cold and flu season https://t.co/d0Gy5G6GUy,-0.3818,0.0,0.245,0.755,Sun Nov 26 08:29:18 +0000 2017
472,The New York Times,28,"Time and again, America has bent the land to its will. Nature always gets the last word.
https://t.co/llwqtk2qy5",0.0,0.0,0.0,1.0,Sun Nov 26 08:11:54 +0000 2017
473,The New York Times,27,100 notable books of 2017 https://t.co/TCHCqz4rAV,0.0,0.0,0.0,1.0,Sun Nov 26 07:54:15 +0000 2017
474,The New York Times,26,The rusting 80-year-old yacht of the former Yugoslav leader Tito is at the center of a tug of war in Croatia https://t.co/X0ke1OOwmI,-0.5994,0.0,0.163,0.837,Sun Nov 26 07:38:03 +0000 2017
475,The New York Times,25,"RT @nytimesbusiness: Russia’s economy is emerging from a difficult recession, just as Vladimir Putin gears up for a presidential election h…",-0.6486,0.0,0.238,0.762,Sun Nov 26 07:21:06 +0000 2017
476,The New York Times,24,"RT @nytimesworld: Ratko Mladic's war-crimes trial was to close a chapter, but in Serbia the feelings of victimhood still simmer https://t.c…",-0.6124,0.0,0.174,0.826,Sun Nov 26 07:03:16 +0000 2017
477,The New York Times,23,It was the deadliest terrorist attack in Egypt’s modern history. Among the dead were at least 27 children. https://t.co/kmi8k1ZAzx,-0.9201,0.0,0.431,0.569,Sun Nov 26 06:47:03 +0000 2017
478,The New York Times,22,"""I feel like I represent Beyoncé"" https://t.co/DuN3xjFe4T",0.3612,0.333,0.0,0.667,Sun Nov 26 06:35:05 +0000 2017
479,The New York Times,21,"""These people either do not believe the U.S. should be a world leader, or they’re utterly incompetent."" https://t.co/pa4bBwIiMH",0.0,0.0,0.0,1.0,Sun Nov 26 06:20:02 +0000 2017
480,The New York Times,20,"RT @NYTSports: ""We did that for the nation,"" an Auburn player said after upsetting No. 1 Alabama in the Iron Bowl. https://t.co/3eQ5egI0VD",-0.6486,0.0,0.218,0.782,Sun Nov 26 06:10:04 +0000 2017
481,The New York Times,19,RT @nytimesworld: Trials of Australian antiwar protesters have put a spotlight on a facility the U.S. would rather keep in the shadows http…,-0.2263,0.0,0.087,0.913,Sun Nov 26 05:59:21 +0000 2017
482,The New York Times,18,A newly published Raymond Chandler short story takes on a modern-day problem: the U.S. health care system https://t.co/EVdDy9iODy,0.128,0.161,0.136,0.704,Sun Nov 26 05:42:11 +0000 2017
483,The New York Times,17,"‘Sick With Sexism,’ France Must Fight Violence Against Women, Macron Says https://t.co/GT1Zdt1mdF",-0.7717,0.0,0.401,0.599,Sun Nov 26 05:25:55 +0000 2017
484,The New York Times,16,What can computers see that humans cannot https://t.co/A73EmnHmUD,0.0,0.0,0.0,1.0,Sun Nov 26 05:10:38 +0000 2017
485,The New York Times,15,What to do when a neighbor is taking your newspaper https://t.co/4glF3ZTu0Y,0.0,0.0,0.0,1.0,Sun Nov 26 04:53:56 +0000 2017
486,The New York Times,14,Your guide to seeing a Broadway show this holiday season https://t.co/A7MDPRQ8IA,0.481,0.258,0.0,0.742,Sun Nov 26 04:34:49 +0000 2017
487,The New York Times,13,"Ethiopia is one of the most exciting places in the world to visit right now, writes the @FrugalTraveler https://t.co/LxQNw29lWq",0.5413,0.163,0.0,0.837,Sun Nov 26 04:16:51 +0000 2017
488,The New York Times,12,"Her struggle with gender identity has caused friction. At a shelter for LGBT youths, she learned to accept herself. https://t.co/1zGFoLAk99",0.0772,0.119,0.105,0.776,Sun Nov 26 03:58:12 +0000 2017
489,The New York Times,11,"""My closest American friend here in Japan … is worried about me and wants to pay off my mortgages"" https://t.co/kIOrJ9IqgJ",0.1531,0.14,0.158,0.702,Sun Nov 26 03:41:04 +0000 2017
490,The New York Times,10,RT @nytimesworld: Mitsubishi said it sometimes faked inspection data to make it appear as though its products met high specifications https…,0.0,0.0,0.0,1.0,Sun Nov 26 03:22:37 +0000 2017
491,The New York Times,9,Video: The North Korean soldier ran for his life while troops unleashed a hail of bullets to stop him https://t.co/fV5nbMvnhO,-0.2263,0.063,0.107,0.829,Sun Nov 26 03:04:56 +0000 2017
492,The New York Times,8,"In Detroit, the future is still being written https://t.co/Lxib1lSR1i",0.0,0.0,0.0,1.0,Sun Nov 26 02:45:17 +0000 2017
493,The New York Times,7,"The ""Nutcracker"" ballet season is upon us https://t.co/D7ljiHYJfA",0.0,0.0,0.0,1.0,Sun Nov 26 02:26:50 +0000 2017
494,The New York Times,6,"""It's never too early to teach children that their body belongs to them"" https://t.co/FNU5Do4iUz",0.0,0.0,0.0,1.0,Sun Nov 26 02:08:12 +0000 2017
495,The New York Times,5,Even whales have to exfoliate https://t.co/Ix5hplRFe1,0.0,0.0,0.0,1.0,Sun Nov 26 01:49:29 +0000 2017
496,The New York Times,4,Where Brexit hurts: The nurses and doctors leaving London https://t.co/rbIuAjzkwS,-0.4767,0.0,0.256,0.744,Sun Nov 26 01:31:59 +0000 2017
497,The New York Times,3,"""The Marvelous Mrs. Maisel"" has a lead character that could give even the gab-gifted Gilmore girls a run for their… https://t.co/lY5dPhqYGv",0.5994,0.178,0.0,0.822,Sun Nov 26 01:12:28 +0000 2017
498,The New York Times,2,"Poetry has become a kind of therapy for him. But during a dark few years, he thought he'd never write again. https://t.co/jExl7EQk5o",0.0,0.0,0.0,1.0,Sun Nov 26 00:53:00 +0000 2017
499,The New York Times,1,"Bali’s Mount Agung Erupts Again, Canceling Flights https://t.co/v87uonIBEf",0.0,0.0,0.0,1.0,Sun Nov 26 00:35:45 +0000 2017
